,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
769,"#38 -3646 KINGSTON RD, Toronto, Ontario, M1M 1R9",Townhouse,Row / Townhouse,Finished,Brick,,Condominium/Strata,Single Family,3+1,3.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,3.0,118.95,,$647 Monthly,,"$529,900"
770,"#404 -18 GRAYDON HALL DR, Toronto, Ontario, M3A 2Z9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,61.19000000000001,Balcony,$433 Monthly,,"$529,900"
771,"#1111 -10 MARKBROOK LANE N, Toronto, Ontario, M9V 5E3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,102.24,Balcony,$710 Monthly,Pets not Allowed,"$515,000"
772,"#510 -28 PEMBERTON AVE, Toronto, Ontario, M2M 1Y1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,54.81,Balcony,$468 Monthly,,"$509,000"
773,"#113 -5235 FINCH AVE E, Toronto, Ontario, M1S 5X3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,73.68,Balcony,$439 Monthly,Community Centre,"$505,000"
774,"#502 -3865 LAKE SHORE BLVD W, Toronto, Ontario, M8W 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Marina, Park, Public Transit",,"Underground, Visitor parking",,1.0,46.9,Balcony,$459 Monthly,,"$500,000"
775,"#407 -36 PARK LAWN RD, Toronto, Ontario, M8Y 3H8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Marina, Park, Public Transit",,"Underground, Visitor parking",,1.0,455.51,Balcony,$362 Monthly,,"$499,999"
776,"#210 -33 BAY ST N, Toronto, Ontario, M5J 2Z3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,414.04,,$331 Monthly,,"$499,999"
777,"#107 -1900 SHEPPARD AVE E, Toronto, Ontario, M2J 4T4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,64.25,,$923 Monthly,,"$499,995"
778,"#1912 -29 SINGER CRT, Toronto, Ontario, M2K 0B3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Public Transit",,"Underground, Visitor parking",,1.0,47.28,"Ravine, Balcony",$488 Monthly,,"$499,900"
779,"#2815 -155 YORKVILLE AVE, Toronto, Ontario, M5R 1C4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit, Schools",,,,1.0,38.37,,$416 Monthly,Community Centre,"$499,900"
780,"1110-28 Harrison Garden BLVD, Toronto, ON, M2N 7B5",Apartment,,,Concrete,,,,1+1,1.0,"Park, Public Transit, Schools",,", Underground",1.0,1.0,51.15,Balcony,$493 Monthly,,"$499,900"
781,"#1007 -70 TOWN CENTRE CRT, Toronto, Ontario, M1P 0B2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,62.64000000000001,Balcony,$494 Monthly,,"$499,900"
782,"#225 -15 NORTHTOWN WAY, Toronto, Ontario, M2N 7A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Public Transit, Schools",,Underground,,1.0,50.96,"Sloping, Balcony",$430 Monthly,,"$499,900"
783,"#712 -1 COLE ST, Toronto, Ontario, M5A 4M2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,50.15000000000001,Balcony,$464 Monthly,Community Centre,"$499,000"
784,"#303 -300 ALTON TOWERS CIRC, Toronto, Ontario, M1V 4X9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit, Schools",,Underground,,1.0,81.86000000000001,Balcony,"$1,004 Monthly",Pets not Allowed,"$499,000"
785,"#25 -140 LONG BRANCH AVE, Toronto, Ontario, M8W 0A9",Townhouse,Row / Townhouse,,,,Condominium/Strata,Single Family,1+1,1.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,47.82,Balcony,$234 Monthly,,"$499,000"
786,"#1111 -125 REDPATH AVE, Toronto, Ontario, M4S 0B5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,,1.0,,,Underground,,1.0,30.6,Balcony,$241 Monthly,Pets not Allowed,"$495,000"
787,"#3009 -25 TOWN CENTRE CRT, Toronto, Ontario, M1P 0B4",,,,Brick,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,58.85000000000001,Balcony,$436 Monthly,,"$494,000"
788,"#706 -5 PARKWAY FOREST DR, Toronto, Ontario, M2J 1L2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,65.4,Balcony,$680 Monthly,Community Centre,"$488,800"
789,"#1611 -101 ERSKINE AVE, Toronto, Ontario, M4P 1Y5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$259 Monthly,,"$475,000"
790,"#609 -7 CONCORDE PL, Toronto, Ontario, M3C 3N4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,46.12,"Ravine, Conservation/green belt",$436 Monthly,,"$469,900"
791,"#406 -25 OXLEY ST, Toronto, Ontario, M5V 2J5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,Underground,,1.0,37.4,,$246 Monthly,,"$459,000"
792,"#1411 -185 ROEHAMPTON AVE, Toronto, Ontario, M4P 1R4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,,1.0,"Park, Public Transit, Schools",,Underground,,1.0,,,$213 Monthly,,"$459,000"
793,"Ph11-10 Dean Park ROAD, Toronto, ON, M1B 3G8",Apartment,,,Brick,,,,1,1.0,,,"Underground,",1.0,1.0,,,$545 Monthly,,"$439,900"
794,"#511 -169 FORT YORK BLVD, Toronto, Ontario, M5V 0C8",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,,1.0,,,"Underground, Visitor parking",,1.0,,Balcony,$254 Monthly,,"$439,000"
795,"#901 -855 KENNEDY RD, Toronto, Ontario, M1K 2E3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3+1,2.0,,,Underground,,1.0,83.8,Balcony,$737 Monthly,,"$425,000"
796,"#1058 -209 FORT YORK BLVD, Toronto, Ontario, M5V 4A1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,50.63,Balcony,$224 Monthly,,"$415,000"
797,"#843 -8 HILLSDALE AVE E, Toronto, Ontario, M4S 1T5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,,1.0,,,"Underground, Visitor parking",,1.0,19.06,,$239 Monthly,,"$399,999"
798,"#318 -180 MARKHAM RD, Toronto, Ontario, M1M 2Z9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,1.0,58.58,Balcony,$724 Monthly,,"$389,900"
799,"#602 -2464 WESTON RD, Toronto, Ontario, M9N 2A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,35.98000000000001,Balcony,$272 Monthly,,"$380,000"
800,"#807 -100 LOTHERTON PTWY, Toronto, Ontario, M6B 2G8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,47.26,Balcony,$714 Monthly,,"$339,900"
801,"#3009 -180 UNIVERSITY AVE, Toronto, Ontario, M5H 0A2",Apartment,Apartment,,,,Condominium/Strata,Single Family,2,3.0,,,Underground,,1.0,110.94,Balcony,"$1,691 Monthly",,"$2,295,000"
802,"#302 -4 THE KINGSWAY, Toronto, Ontario, M8X 1A7",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,3.0,Park,,Underground,,1.0,211.57,Balcony,"$2,138 Monthly",,"$2,199,999"
803,"#3511 -55 HARBOUR SQ, Toronto, Ontario, M5J 2L1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,3.0,"Park, Public Transit, Schools",,Garage,,1.0,134.48,Balcony,"$1,598 Monthly",,"$2,180,000"
804,"#2901 -199 RICHMOND ST W, Toronto, Ontario, M5V 0H4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,Public Transit,,Underground,,1.0,119.65,Balcony,"$1,101 Monthly",,"$1,680,000"
805,"#3606 -311 BAY ST, Toronto, Ontario, M5H 4G5",Apartment,Apartment,,Stucco,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,,"$1,930 Monthly",,"$1,595,000"
806,"#6213 -7 GRENVILLE ST, Toronto, Ontario",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,88.31,Balcony,$796 Monthly,,"$1,488,888"
807,"#410 -21 BURKEBROOK PL, Toronto, Ontario, M4G 0A2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Public Transit, Schools",,Underground,,1.0,,"Cul-de-sac, Wooded area, Ravine",$922 Monthly,,"$1,345,000"
808,"8 CARTWHEEL MILL WAY, Toronto, Ontario, M2L 1P6",Townhouse,Row / Townhouse,Finished,Brick,,Condominium/Strata,Single Family,3,3.0,"Hospital, Park, Schools",,Garage,,2.0,,Cul-de-sac,$917 Monthly,,"$1,225,000"
809,"Ph1114-18 Merton St, Toronto, ON, M4S 3G9",Apartment,,,,,,,2+1,3.0,,,Owned,2.0,2.0,64.44000000000001,,"$1,245 Monthly",,"$1,188,000"
810,"#110 -75 YORK MILLS RD, Toronto, Ontario, M2P 2E7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,74.56,,"$1,453 Monthly",,"$1,175,000"
811,"#PH3106 -88 PARK LAWN RD, Toronto, Ontario, M8Y 0B5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,2.0,"Marina, Park, Public Transit",,Underground,,1.0,,Balcony,$887 Monthly,,"$1,059,990"
812,"#807 -138 PRINCESS ST, Toronto, Ontario, M5A 0B1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,0.0,0.0,Balcony,$716 Monthly,,"$999,000"
813,"16 SUPERIOR CREEK LANE, Toronto, Ontario, M8Z 6C5",Townhouse,Row / Townhouse,Finished,Brick,,Condominium/Strata,Single Family,2,3.0,"Park, Public Transit, Schools",,"Garage, Visitor parking",,2.0,82.44000000000003,,$305 Monthly,,"$989,500"
814,"#2015 -352 FRONT ST W, Toronto, Ontario, M5V 1B5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,547.5,Balcony,$811 Monthly,,"$989,000"
815,"#4210 -1 BLOOR ST E, Toronto, Ontario, M4W 1A9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,96.71,,$542 Monthly,,"$980,888"
816,"#301 -15 GLEN MANOR DR, Toronto, Ontario, M4E 2X3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,Garage,,1.0,81.29,Balcony,$905 Monthly,,"$950,000"
817,"#2611 -8 MERCER ST, Toronto, Ontario, M5V 0C4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,,Balcony,$514 Monthly,,"$948,888"
818,"#1603 -100 QUEBEC AVE, Toronto, Ontario, M6P 4B8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,70.13000000000001,Balcony,$901 Monthly,,"$947,000"
819,"111-22 Western Battery Rd, Toronto, ON, M6K 3N9",Townhouse,,,,,,,2,2.0,,,Owned,1.0,2.0,51.89,,$539 Monthly,,"$919,000"
820,"#229 -510 KING ST E, Toronto, Ontario, M5A 0E5",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,50.89999999999999,,$601 Monthly,,"$899,900"
821,"316-255 The Donway W, Toronto, ON, M3B 3M3",Apartment,,,,,,,2+1,3.0,,,Owned,1.0,1.0,124.12000000000002,,"$1,158 Monthly",,"$899,000"
822,"#103 -90 SHERBOURNE ST, Toronto, Ontario, M5A 2R1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,,,Underground,,1.0,96.26,,$738 Monthly,,"$898,888"
823,"3108-1 Palace Pier CRT, Toronto, ON, M8V 3W9",Apartment,,,,,,,2,2.0,,,Underground,1.0,0.0,0.0,,"$1,151 Monthly",,"$875,000"
824,"#1408 -5 KENNETH AVE, Toronto, Ontario, M2N 6M7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit, Schools",,Underground,,1.0,105.18,Balcony,"$1,324 Monthly",,"$875,000"
825,"#2210 -12 YORK ST, Toronto, Ontario, M5J 0A9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,Balcony,$661 Monthly,,"$829,000"
826,"#2106 -11 BOGERT AVE, Toronto, Ontario, M2N 1K4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,64.51,Balcony,$683 Monthly,,"$819,000"
827,"#2406 -66 FOREST MANOR RD, Toronto, Ontario, M2J 1M6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,62.26000000000001,Balcony,$651 Monthly,,"$799,990"
828,"#1105 -100 WESTERN BATTERY RD, Toronto, Ontario, M6K 3S2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,68.53,Balcony,$616 Monthly,,"$799,900"
829,"#209 -101 HAMMERSMITH AVE, Toronto, Ontario, M4E 2W3",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,3,1.0,"Park, Public Transit, Schools",,Underground,,3.0,89.78,,$813 Monthly,Community Centre,"$799,900"
830,"315-208 Queens QUAY WEST, Toronto, ON, M5J 2Y5",Apartment,,,Concrete,,,,1+1,1.0,"Park, Public Transit",,Underground,1.0,1.0,54.31,,$537 Monthly,,"$799,900"
831,"#1304 -438 KING ST W, Toronto, Ontario, M5V 3T9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,1.0,54.55,Balcony,$623 Monthly,,"$799,900"
832,"#118 -955 QUEEN ST W, Toronto, Ontario, M6J 1G9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,,,1.0,55.77,,$446 Monthly,,"$799,000"
833,"#309 -1210 DON MILLS RD, Toronto, Ontario, M3B 3N9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,1.0,95.17,Balcony,$971 Monthly,,"$799,000"
834,"#1405 -1369 BLOOR ST W, Toronto, Ontario, M6P 4J4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,Underground,,1.0,75.56,Balcony,$501 Monthly,,"$798,000"
835,"#2609 -117 MCMAHON ROAD DR, Toronto, Ontario, M2K 0E4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,,$582 Monthly,Pets not Allowed,"$798,000"
836,"106-1093 Kingston ROAD, Toronto, ON, M1N 4E2",Apartment,,,Brick,,,,2,2.0,,,"Underground,",1.0,1.0,65.13,Balcony,$814 Monthly,,"$789,900"
837,"#1504 -600 FLEET ST, Toronto, Ontario, M5V 1B7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,150.56,Balcony,$624 Monthly,Community Centre,"$789,000"
838,"2903-5 Soudan, Toronto, ON, M4S 0B1",Apartment,,,Concrete,,,,1+1,2.0,"Public Transit, Schools",,Underground,1.0,1.0,,Balcony,,,"$789,000"
839,"#726 -88 COLGATE AVE, Toronto, Ontario, M4M 0A6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,52.98,Balcony,$448 Monthly,Community Centre,"$749,900"
840,"#519 -10 BLOORVIEW PL, Toronto, Ontario, M2J 0B1",Apartment,Apartment,,Stone,,Condominium/Strata,Single Family,2+1,2.0,,,,,1.0,67.99,Balcony,$668 Monthly,,"$749,900"
841,"#2304 -2010 ISLINGTON AVE, Toronto, Ontario, M9P 3S8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,Public Transit,,Underground,,1.0,,Balcony,"$1,621 Monthly",,"$749,000"
842,"#1202 -832 BAY ST, Toronto, Ontario, M5S 1Z6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,Hospital,,Underground,,1.0,41.59,Balcony,$410 Monthly,,"$749,000"
843,"#703 -8 WELLESLEY ST E, Toronto, Ontario, M4Y 3B2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit",,Underground,,1.0,66.25,Balcony,$810 Monthly,,"$739,000"
844,"#2609 -2200 LAKE SHORE BLVD W, Toronto, Ontario, M8V 1A4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,2.0,"Marina, Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,$588 Monthly,,"$739,000"
845,"#603 -783 BATHURST ST, Toronto, Ontario, M5S 0A8",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,Underground,,1.0,49.4,Balcony,$573 Monthly,,"$729,900"
846,"#GPH17 -100 HARRISON GARDEN BLVD, Toronto, Ontario, M2N 0C2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,75.99000000000002,Balcony,$530 Monthly,,"$729,000"
847,"3102-75 Queens Wharf Rd, Toronto, ON, M5V 0J8",Apartment,,,,,,,1+1,1.0,,,Owned,1.0,1.0,,,$528 Monthly,,"$724,500"
848,"#605 -51 TROLLEY CRES, Toronto, Ontario, M5A 0E9",Apartment,Apartment,,,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,Underground,,1.0,62.74,Balcony,$455 Monthly,,"$719,900"
849,"309-377 Madison Ave, Toronto, ON, M4V 2W7",Apartment,,,,,,,1+1,1.0,,,Owned,1.0,1.0,67.82,,$535 Monthly,,"$699,900"
850,"#2317 -30 SHORE BREEZE DR, Toronto, Ontario, M8V 1A1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Marina, Park, Public Transit",,Underground,,1.0,,Balcony,$479 Monthly,,"$699,800"
851,"213-38 Cameron St, Toronto, ON, M2N 1H1",Apartment,,,,,,,1+1,2.0,,,Owned,1.0,1.0,44.07,,$553 Monthly,,"$699,000"
852,"#803 -75 PORTLAND ST, Toronto, Ontario, M5V 2M9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,,$391 Monthly,Community Centre,"$697,000"
853,"#2111 -830 LAWRENCE AVE W, Toronto, Ontario, M6A 1C3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,Underground,,1.0,43.21,Balcony,$510 Monthly,,"$696,000"
854,"#306 -500 SHERBOURNE ST, Toronto, Ontario, M4X 1L1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,35.78,,$405 Monthly,,"$689,000"
855,"#525 -1185 THE QUEENSWAY AVE, Toronto, Ontario, M8Z 1N8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,,Balcony,$640 Monthly,,"$688,888"
856,"#922 -8 TRENT AVE, Toronto, Ontario, M4C 5C6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,43.83,Balcony,$436 Monthly,,"$688,000"
857,"#3101 -8 PARK RD, Toronto, Ontario, M4W 3S5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,52.04,Balcony,$657 Monthly,,"$688,000"
858,"#703 -2 FIELDWAY DR, Toronto, Ontario, M8Z 3L2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,91.77,Balcony,$596 Monthly,,"$679,900"
859,"#708 -633 BAY ST, Toronto, Ontario, M5G 2G4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,62.55,,$649 Monthly,"Community Centre, Pets not Allowed","$678,000"
860,"#131 -34 FIELDWAY RD, Toronto, Ontario, M8Z 3L2",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,Underground,,3.0,,,$140 Monthly,Community Centre,"$675,000"
861,"#602 -81 NAVY WHARF CRT, Toronto, Ontario, M5V 3S2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,46.36,Balcony,$579 Monthly,,"$674,900"
862,"#627 -461 ADELAIDE ST W, Toronto, Ontario, M5V 1T1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,51.0,Balcony,$492 Monthly,,"$670,000"
863,"#14 -5 FOUR WINDS DR, Toronto, Ontario, M3J 1K7",Townhouse,Row / Townhouse,Finished,"Brick, Concrete",,Condominium/Strata,Single Family,4+2,4.0,Public Transit,,Underground,,2.0,93.14,,$871 Monthly,Community Centre,"$669,000"
864,"#1011 -30 HERON'S HILL WAY, Toronto, Ontario",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,Balcony,$802 Monthly,,"$668,000"
865,"#711 -10 NAVY WHARF  CRT, Toronto, Ontario, M5V 3V2",Apartment,Apartment,,"Aluminum siding, Concrete",,Condominium/Strata,Single Family,1+1,1.0,,,,,1.0,44.36,Balcony,$572 Monthly,,"$659,900"
866,"#410 -5 MARINE PARADE DR, Toronto, Ontario, M8V 4B4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,66.27,Balcony,$585 Monthly,,"$659,800"
867,"#2802 -59 ANNIE CRAIG DR, Toronto, Ontario, M8V 0C5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,61.16,Balcony,$400 Monthly,Pets not Allowed,"$659,000"
868,"109-380 Macpherson Ave, Toronto, ON, M4V 3E3",Apartment,,,,,,,1,1.0,,,Owned,1.0,1.0,57.28999999999999,,$514 Monthly,,"$659,000"
869,"#807 -28 WILLIAM CARSON CRES, Toronto, Ontario, M2P 2H1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,65.28999999999999,Balcony,$662 Monthly,,"$655,000"
870,"#15 -10 CARNATION AVE, Toronto, Ontario, M8V 0B8",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2,3.0,"Park, Public Transit, Schools",,Underground,,2.0,85.36,Balcony,$354 Monthly,,"$649,900"
871,"#221 -1328 BIRCHMOUNT  RD, Toronto, Ontario, M1R 3A7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3+1,2.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,73.7,Balcony,$708 Monthly,,"$649,900"
872,"#6 -1636 DUNDAS ST W, Toronto, Ontario, M6K 1V1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,48.75,Balcony,$477 Monthly,,"$649,900"
873,"#503 -38 CAMERON ST, Toronto, Ontario, M5T 0C3",Apartment,Apartment,,,,Condominium/Strata,Single Family,1,1.0,,,,,1.0,,Balcony,$477 Monthly,,"$645,000"
874,"#PH 05 -210 VICTORIA ST, Toronto, Ontario, M5B 2R3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,,,1.0,59.27,,$431 Monthly,,"$644,900"
875,"#618 -400 ADELAIDE ST E, Toronto, Ontario, M5A 4S3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$407 Monthly,,"$638,800"
876,"#2403 -100 ANTIBES DR, Toronto, Ontario, M2R 3N1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,2.0,,,"Underground, Visitor parking",,1.0,107.01,,$790 Monthly,,"$635,000"
877,"#1606 -38 GRENVILLE ST, Toronto, Ontario, M4Y 1A5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Public Transit, Schools",,"Underground, Visitor parking",,,,Balcony,$331 Monthly,,"$630,000"
878,"#2611 -5168 YONGE ST, Toronto, Ontario, M2N 0G1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,"Underground, Visitor parking",,1.0,48.06,Balcony,$341 Monthly,Pets not Allowed,"$629,000"
879,"2105-80 John St, Toronto, ON, M5V 3X4",Apartment,,,,,,,1,1.0,,,None,,1.0,,,$541 Monthly,,"$629,000"
880,"#215 -8 DOVERCOURT RD, Toronto, Ontario, M6J 0B6",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,Public Transit,,,,1.0,553.7,Balcony,$356 Monthly,,"$629,000"
881,"#601 -452 SCARBOROUGH GOLF CLU RD, Toronto, Ontario, M1G 1H1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,Hospital,,"Underground, Visitor parking",,1.0,1523.69,"Conservation/green belt, Balcony",$996 Monthly,,"$629,000"
882,"#906 -35 HAYDEN ST, Toronto, Ontario, M4Y 3C3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,46.21999999999999,"Ravine, Balcony",$450 Monthly,,"$629,000"
883,"#313 -410 QUEENS QUAY W, Toronto, Ontario, M5V 3T1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Marina, Park, Public Transit",,Visitor parking,,1.0,51.2,Balcony,$526 Monthly,,"$629,000"
884,"705-30 Greenfield, Toronto, ON, M2N 6N3",Apartment,,,Concrete,,,,1+1,1.0,,,"Underground,",1.0,1.0,,,$587 Monthly,,"$628,000"
